"BFY","FTYP","FUNDTYPE","DEPARTMENT","RSRC","REVSOURCE","BUDCURR","REVBFY"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8104","Accrued Interest On Poold Inv","0","-68 636,97"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8116","Amortized Discount/Premium Int","0","284 051,84"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8415","Misc-Sale of Fixed Assets","0","-8 250"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8424","Misc-Taxable Sales","0","-682"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8428","Misc-Misc Revenue","10 032 949","211 702,63"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8437","Misc-Gain On Sle Of Fxd Asset","0","8 250"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8495","City Contribution To Life","0","0"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8496","City Contribution To Health Fund","0","0"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8706","Employee Contribution To Emsp","0","0"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","9303","Copy Service Sales Non Taxable","5 293","93"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","R114","Gain/Loss Sale Of Investment","0","-6 138,79"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","7426","Chgs Serv-Sanitation Collect","121 643 543","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","742A","Chgs Serv-Container Service","1 044 845","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","7430","Private Disposal- Non-Taxable","31 820 649","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","7438","Paper And Cardboard Recycling","1 377 435","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","7447","Chgs Ser-McComas Disp Site Ren","3 000 000","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","7484","Load Pulls At City Landfill","48 000","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","748C","Tipper Service-Taxable","118 000","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","748D","Sanit Coll-Environmental Fee","1 264 282","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","748E","Sanit Coll-Cash Customer Premium Fee","898 326","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","748F","Sanit Coll-Bulk and Brush Excess Fee (Taxable)","340 240","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","7885","Private Disposal Fees Taxable","2 267 000","0"
"2025","EFOP","Enterprise Operating Fund","Sanitation Services","8100","Interest On Pooled Invest-Cash","300 000","0"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","6352","TWM Fill Permits","26 000","82 936"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","7550","Service Charge Nsf Checks","0","-120"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","7940","Chgs Serv-Storm Water Fees","85 826 114","85 255 700,25"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","8100","Interest On Pooled Invest-Cash","0","944 339,9"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","8104","Accrued Interest On Poold Inv","0","-94 140,12"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","8116","Amortized Discount/Premium Int","0","230 440,34"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","8410","Misc-Rental Othr Properties","0","10 961"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","8495","City Contribution To Life","0","0"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","8496","City Contribution To Health Fund","0","0"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","8706","Employee Contribution To Emsp","0","0"
"2025","EFOP","Enterprise Operating Fund","Stormwater Drainage Management","R114","Gain/Loss Sale Of Investment","0","-5 828,17"
"2025","GNFD","General Fund","City Attorney's Office","7289","Other Collectible Cost Recopument","5 300","26 275,1"
"2025","GNFD","General Fund","City Attorney's Office","7400","Chgs Serv-City Attor-D/Fw Airp","466 739","329 886,23"
"2025","GNFD","General Fund","City Attorney's Office","8038","Civil Penalties","380 000","589 139,01"
"2025","GNFD","General Fund","City Attorney's Office","8411","Misc-Gifts & Donations","0","8 295"
"2025","GNFD","General Fund","City Attorney's Office","8428","Misc-Misc Revenue","1 500","5 649,95"
"2025","GNFD","General Fund","City Attorney's Office","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","City Attorney's Office","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","City Attorney's Office","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","City Auditor's Office","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","City Auditor's Office","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","City Auditor's Office","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Aviation","6390","Lics/Pmts-Ambulance","0","0"
"2025","GNFD","General Fund","Aviation","6393","Lics/Pmts-Emergency Wrecker Fee","0","0"
"2025","GNFD","General Fund","Aviation","6394","Lics/Pmts-Transportation for Hire","0","0"
"2025","GNFD","General Fund","Aviation","7702","TNC Revenues","0","0,01"
"2025","GNFD","General Fund","Office of Budget and Management Services","6001","Prop.Taxs-Real Est-Current","1 081 383 476","1 075 230 871,54"
"2025","GNFD","General Fund","Office of Budget and Management Services","6002","Prop.Taxs-Rl Est-Pr Rolls","-7 229 559","-6 305 230,37"
"2025","GNFD","General Fund","Office of Budget and Management Services","6003","Dealer Motor Vehicle Inventory Tax","973 658","287 818,22"
"2025","GNFD","General Fund","Office of Budget and Management Services","6007","Prop.Taxs-Penalty & Interest","6 799 846","8 252 488,59"
"2025","GNFD","General Fund","Office of Budget and Management Services","6008","Prop.Taxs-Refunds-Property Tx","48 478","126 707"
"2025","GNFD","General Fund","Office of Budget and Management Services","6100","Sales Tax Revenues","463 804 071","453 319 423,37"
"2025","GNFD","General Fund","Office of Budget and Management Services","6301","Lics/Pmts-Beer Licenses","170 000","143 438,33"
"2025","GNFD","General Fund","Office of Budget and Management Services","6302","Lics/Pmts-Liquor Licenses","714 056","616 789,45"
"2025","GNFD","General Fund","Office of Budget and Management Services","6313","Lics/Pmts-Dance Halls","30 000","34 716"
"2025","GNFD","General Fund","Office of Budget and Management Services","6320","Lics/Pmts-Billiard Halls","3 536","2 808"
"2025","GNFD","General Fund","Office of Budget and Management Services","6326","Lics/Pmts-Coin MacHines","25 000","24 735"
"2025","GNFD","General Fund","Office of Budget and Management Services","6330","Lics/Pmts-Amusement Center","0","1 560"
"2025","GNFD","General Fund","Office of Budget and Management Services","6350","Lics/Pmts-Precious Met Ven Lic","15 000","19 355"
"2025","GNFD","General Fund","Office of Budget and Management Services","6355","Lics/Pmts-Sex Oriented Bus Lic","25 000","22 968"
"2025","GNFD","General Fund","Office of Budget and Management Services","6371","False Fire Alarm Fee","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","6374","Lics/Pmts-Special Services Bus","4 083","3 920"
"2025","GNFD","General Fund","Office of Budget and Management Services","6514","Intergovernment Revenue-Coppell","572 135","477 324,03"
"2025","GNFD","General Fund","Office of Budget and Management Services","6519","Igovt Rev-Irving","6 500 000","7 001 628,85"
"2025","GNFD","General Fund","Office of Budget and Management Services","6520","Igovt Rev-Euless","7 100 000","7 911 824,08"
"2025","GNFD","General Fund","Office of Budget and Management Services","6527","Igovt Rev-Grapevine","1 500 000","1 718 567"
"2025","GNFD","General Fund","Office of Budget and Management Services","7211","Chgs Serv-City Wide Over/Short","0","63"
"2025","GNFD","General Fund","Office of Budget and Management Services","7263","Chgs Serv-Vending Mach Concess","0","49 921,89"
"2025","GNFD","General Fund","Office of Budget and Management Services","7277","Chg Serv-Interest On Del Accts","0","-44 958,33"
"2025","GNFD","General Fund","Office of Budget and Management Services","7356","Secured Closure Delinquent Col","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","7419","Chgs Serv-Vital Statistics","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","7425","Weed Cutting-Paid Liens","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","7447","Chgs Ser-McComas Disp Site Ren","1 334 168","1 249 635,72"
"2025","GNFD","General Fund","Office of Budget and Management Services","7457","Demolition Service Fees","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","7506","Chgs Serv-Security Alarm Fee","3 418 064","3 286 589,97"
"2025","GNFD","General Fund","Office of Budget and Management Services","7515","Multi-Tenant Re-Inspection Fee","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","7550","Service Charge Nsf Checks","60","60"
"2025","GNFD","General Fund","Office of Budget and Management Services","7558","Multitenant Registration Fee","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","7813","Chgs Serv-Service Charges","0","2 586"
"2025","GNFD","General Fund","Office of Budget and Management Services","8013","Part Pay Installment Fee City","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","8047","Habitual Criminal Abatement - Residential Property","5 000","5 040"
"2025","GNFD","General Fund","Office of Budget and Management Services","8048","Habitual Criminal Abatement - Non-Residential Property","15 000","1 362"
"2025","GNFD","General Fund","Office of Budget and Management Services","8100","Interest On Pooled Invest-Cash","20 000 000","19 059 434,08"
"2025","GNFD","General Fund","Office of Budget and Management Services","8103","Interest-Miscelleaneous","0","356 248,55"
"2025","GNFD","General Fund","Office of Budget and Management Services","8104","Accrued Interest On Poold Inv","0","-1 633 379,66"
"2025","GNFD","General Fund","Office of Budget and Management Services","8116","Amortized Discount/Premium Int","0","5 683 937,17"
"2025","GNFD","General Fund","Office of Budget and Management Services","8203","Othr Sale-Fran Txes-Tu Electri","50 382 417","51 981 736,22"
"2025","GNFD","General Fund","Office of Budget and Management Services","8204","Othr Sale-Fran Taxes-Sw Bell","2 524 685","2 521 691,36"
"2025","GNFD","General Fund","Office of Budget and Management Services","8205","Othr Sale-Fran Txs-Lone Str Ga","23 023 345","21 641 579,72"
"2025","GNFD","General Fund","Office of Budget and Management Services","8207","Othr Sale-Fran Txes-Cable Tv","3 995 082","3 703 956,71"
"2025","GNFD","General Fund","Office of Budget and Management Services","8209","Othr Sale-Bingo Gross Rect Fee","114 862","71 150,75"
"2025","GNFD","General Fund","Office of Budget and Management Services","8213","Commercial Container Fee -Fran","7 400 849","8 505 814,13"
"2025","GNFD","General Fund","Office of Budget and Management Services","8214","Franchise Tax- Fiber Optics","10 116 491","9 207 652,9"
"2025","GNFD","General Fund","Office of Budget and Management Services","8218","Naming/Pouring Rights/Sponsors","800 000","767 341,86"
"2025","GNFD","General Fund","Office of Budget and Management Services","8220","AT&T Video Franchise Fees","0","177 229,74"
"2025","GNFD","General Fund","Office of Budget and Management Services","8222","Verizon Video Franchise Fees","3 200","25 082,93"
"2025","GNFD","General Fund","Office of Budget and Management Services","8223","Grande Comm. Networks, Inc. Cable Franchise Fees","2 000","1 914,33"
"2025","GNFD","General Fund","Office of Budget and Management Services","8224","Triton Networks Cable Franchise Fees","0","500,25"
"2025","GNFD","General Fund","Office of Budget and Management Services","8414","Misc-Auto Auction/Non-Tax Sls","3 201 410","2 257 620,67"
"2025","GNFD","General Fund","Office of Budget and Management Services","8428","Misc-Misc Revenue","4 426","18 567,87"
"2025","GNFD","General Fund","Office of Budget and Management Services","842A","Misc-Disc For Prompt Payment","0","64 094,61"
"2025","GNFD","General Fund","Office of Budget and Management Services","8443","Misc-Auto Auction-Txble Sales","265 000","284 164,35"
"2025","GNFD","General Fund","Office of Budget and Management Services","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","8575","Civil Penalities- Rehab","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","8585","Revenue-GO 2010B BABS Subsidy","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","9201","Intfd Rev-Tran Fr Othr Fds-Rev","18 294 386","18 519 294"
"2025","GNFD","General Fund","Office of Budget and Management Services","9208","Intfd Rev-Wtr Dept-Indir Cst R","6 902 868","6 902 868"
"2025","GNFD","General Fund","Office of Budget and Management Services","9209","Intfd Rev-Avia Indir Cst Reimb","2 541 712","2 519 566"
"2025","GNFD","General Fund","Office of Budget and Management Services","9211","Intfd Rev-Convent Ctr Indirect","241 028","241 028"
"2025","GNFD","General Fund","Office of Budget and Management Services","9212","Intfd Rev-Munic Radio Indirect","8 561","8 561"
"2025","GNFD","General Fund","Office of Budget and Management Services","9213","Intfd Rev-Wtr Util Gross Recpt","32 572 515","34 625 768"
"2025","GNFD","General Fund","Office of Budget and Management Services","9224","Intfd Rev-Equip Svc Indir Cst","2 869 541","2 780 955"
"2025","GNFD","General Fund","Office of Budget and Management Services","9225","Intfd Rev-Bldg Insp Indir Cst","4 327 252","4 327 252"
"2025","GNFD","General Fund","Office of Budget and Management Services","9226","Intfd Rev-Storm Water Ind Cst","1 017 225","1 017 225"
"2025","GNFD","General Fund","Office of Budget and Management Services","9227","Radio Servies Indirect Cost","569 528","569 528"
"2025","GNFD","General Fund","Office of Budget and Management Services","9229","Intfd Rev-Refunds-Intr Fund Re","16 437 128","0"
"2025","GNFD","General Fund","Office of Budget and Management Services","9230","Data Services Indirect Cost","2 421 819","2 421 819"
"2025","GNFD","General Fund","Office of Budget and Management Services","9231","Office Service Indirectcost","274 104","-105 000"
"2025","GNFD","General Fund","Office of Budget and Management Services","9239","Employee Health Benfit Indir","378 571","378 571"
"2025","GNFD","General Fund","Office of Budget and Management Services","9240","Risk Management Indirect Cost","558 872","555 181"
"2025","GNFD","General Fund","Office of Budget and Management Services","9241","Indirect Cost -9-1-1","170 528","170 528"
"2025","GNFD","General Fund","Office of Budget and Management Services","9250","Intfd Rev-SAN Indir Cst Reimb","6 187 986","6 187 986"
"2025","GNFD","General Fund","Office of Budget and Management Services","9251","Intfd Rev-Tran Fr Landfill","4 443 874","4 443 873,56"
"2025","GNFD","General Fund","Office of Budget and Management Services","9253","Intfd Rev-Bond and Const Mgt-Indir Cst R","371 361","371 361"
"2025","GNFD","General Fund","Office of Budget and Management Services","9254","Intfd Rev-PKR Bond Pgm-Indir Cst R","263 209","263 209"
"2025","GNFD","General Fund","Office of Budget and Management Services","9255","Intfd Rev-PBW Bond Pgm-Indir Cst R","367 655","367 655"
"2025","GNFD","General Fund","Office of Budget and Management Services","R114","Gain/Loss Sale Of Investment","0","-83 573,9"
"2025","GNFD","General Fund","Building Services","8428","Misc-Misc Revenue","0","20"
"2025","GNFD","General Fund","Building Services","9945","Inception of Capital Lease-GASB 87","0","0"
"2025","GNFD","General Fund","City Controller's Office","7456","Misc for Services","0","112 334,35"
"2025","GNFD","General Fund","City Controller's Office","7894","Rebates revenues","0","219 133"
"2025","GNFD","General Fund","City Controller's Office","8420","Misc-Handling Charges","50 000","46 176,5"
"2025","GNFD","General Fund","City Controller's Office","8428","Misc-Misc Revenue","75 000","26 272,82"
"2025","GNFD","General Fund","City Controller's Office","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","City Controller's Office","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","City Controller's Office","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Code Compliance","6305","Lics/Pmts-Wood Vendor","953","296"
"2025","GNFD","General Fund","Code Compliance","6329","Lics/Pmts-Motor Vehicle Repair","222 290","155 472,28"
"2025","GNFD","General Fund","Code Compliance","6336","Scrap Tire License Fee","289 782","136 222,55"
"2025","GNFD","General Fund","Code Compliance","6337","Lics/Pmts-Electronic Repair","16 993","630"
"2025","GNFD","General Fund","Code Compliance","6339","Lics/Pmts-Home Repair","324 361","35 751"
"2025","GNFD","General Fund","Code Compliance","6342","Lics/Pmts-Certificate of Occupancy Inspection CCS","547 944","354 296,1"
"2025","GNFD","General Fund","Code Compliance","6347","Lics/Pmts-Cbd Concession Licen","11 000","11 216"
"2025","GNFD","General Fund","Code Compliance","6351","Restaurant Permit Fee-Variance","31 355","3 546"
"2025","GNFD","General Fund","Code Compliance","6359","Lics/Pmts-Garage Sales Permit Fee","42 781","43 250"
"2025","GNFD","General Fund","Code Compliance","6362","Lics/Pmts-Convenience Store Registration & Inspection","0","274 097,77"
"2025","GNFD","General Fund","Code Compliance","637A","Group Housing Permit","105 003","114 151,46"
"2025","GNFD","General Fund","Code Compliance","6381","Commercial Vacant Building Registration","2 400","0"
"2025","GNFD","General Fund","Code Compliance","7041","Registrations","48 001","0"
"2025","GNFD","General Fund","Code Compliance","7211","Chgs Serv-City Wide Over/Short","0","4,66"
"2025","GNFD","General Fund","Code Compliance","7277","Chg Serv-Interest On Del Accts","0","-9 562,05"
"2025","GNFD","General Fund","Code Compliance","7356","Secured Closure Delinquent Col","235 174","217 503,34"
"2025","GNFD","General Fund","Code Compliance","7406","Public Swimming Pool Permit Fee","127 757","30 780"
"2025","GNFD","General Fund","Code Compliance","7425","Weed Cutting-Paid Liens","2 134 332","2 133 305,16"
"2025","GNFD","General Fund","Code Compliance","742H","Chgs Serv-Heavy Clean-Paid Liens","463 333","842 086,29"
"2025","GNFD","General Fund","Code Compliance","742L","Chgs Serv-Litter Clean-Paid Liens","244 166","132 316,56"
"2025","GNFD","General Fund","Code Compliance","742V","Chgs Serv-Vegetation Removal-Paid Liens","45 820","78 840,92"
"2025","GNFD","General Fund","Code Compliance","7457","Demolition Service Fees","527 076","783 328,42"
"2025","GNFD","General Fund","Code Compliance","7460","Chgs Serv-Contract Amb Serv","0","312"
"2025","GNFD","General Fund","Code Compliance","7468","Food Permit Application Fee","237 533","90 741,79"
"2025","GNFD","General Fund","Code Compliance","7486","Food Duplicate Permit/Name Change Fee","5 079","9 482"
"2025","GNFD","General Fund","Code Compliance","7487","Annual Food Late Inspection Fee","362 215","313 493,67"
"2025","GNFD","General Fund","Code Compliance","7490","Annual Food Inspection Permit Fee","2 835 779","2 482 636,61"
"2025","GNFD","General Fund","Code Compliance","7492","Mobile Food Units Permit Fee","0","1 145"
"2025","GNFD","General Fund","Code Compliance","7493","Temp Food Vendors Permit","728 414","508 598,19"
"2025","GNFD","General Fund","Code Compliance","7494","Swimming Pool Mgr. Fee Resident","28 130","21 647"
"2025","GNFD","General Fund","Code Compliance","7495","Swimming Pool Mgr. Fee Non-Resident","29 046","17 050"
"2025","GNFD","General Fund","Code Compliance","749A","Restaurant Re-Inspection Fee","27 611","32 341,75"
"2025","GNFD","General Fund","Code Compliance","7515","Multi-Tenant Re-Inspection Fee","291 101","559 653,12"
"2025","GNFD","General Fund","Code Compliance","7527","Mobile Unit & Kiosk/Coffee Cart Plan Review Fee","0","9 020"
"2025","GNFD","General Fund","Code Compliance","7550","Service Charge Nsf Checks","0","390"
"2025","GNFD","General Fund","Code Compliance","7558","Multitenant Registration Fee","1 684 320","1 725 367,98"
"2025","GNFD","General Fund","Code Compliance","7561","Mobile Food Prep Vehicles","0","185"
"2025","GNFD","General Fund","Code Compliance","756B","Preclosure","109 477","164 584,73"
"2025","GNFD","General Fund","Code Compliance","756C","Non TCS Product Sampling","26 555","0"
"2025","GNFD","General Fund","Code Compliance","788B","Single-Family Rental Registration Program","556 800","661 377,76"
"2025","GNFD","General Fund","Code Compliance","8411","Misc-Gifts & Donations","0","25"
"2025","GNFD","General Fund","Code Compliance","8428","Misc-Misc Revenue","1 369 047","13 434,85"
"2025","GNFD","General Fund","Code Compliance","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Code Compliance","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Code Compliance","8575","Civil Penalities- Rehab","2 000","63 842,92"
"2025","GNFD","General Fund","Code Compliance","8586","Credit Access Bus Reg Fee","7 627","672"
"2025","GNFD","General Fund","Code Compliance","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","City Manager's Office","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","City Manager's Office","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","City Manager's Office","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Judiciary","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Judiciary","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Judiciary","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Dallas Municipal Court","6308","Child Safety-Vehicle Registration Other","109 850","117 796,6"
"2025","GNFD","General Fund","Dallas Municipal Court","6511","Igovt Rev-Dallas County","1 379 350","1 416 257,9"
"2025","GNFD","General Fund","Dallas Municipal Court","6521","Igovt Rev-State Cost Coll Fees","520 000","552 096,59"
"2025","GNFD","General Fund","Dallas Municipal Court","7211","Chgs Serv-City Wide Over/Short","200","-155"
"2025","GNFD","General Fund","Dallas Municipal Court","7550","Service Charge Nsf Checks","1 200","682"
"2025","GNFD","General Fund","Dallas Municipal Court","7881","Chgs Serv-Muni Ct Warr Serv Fe","700 000","679 725,71"
"2025","GNFD","General Fund","Dallas Municipal Court","8008","Fines/For-Munic Ct Traffic","7 100 000","7 534 324,6"
"2025","GNFD","General Fund","Dallas Municipal Court","8009","Fines/Fro-Munic Ct-Non-Traf","1 300 000","1 453 884"
"2025","GNFD","General Fund","Dallas Municipal Court","8010","Fines/For-Munic Ct Other","25 000","65 450,74"
"2025","GNFD","General Fund","Dallas Municipal Court","8011","Fines/For-Munic Ct Driv Impsch","50 500","79 770,35"
"2025","GNFD","General Fund","Dallas Municipal Court","8013","Part Pay Installment Fee City","150 000","144 006,24"
"2025","GNFD","General Fund","Dallas Municipal Court","8016","Fines/ Arrest Fees","350 000","373 938,07"
"2025","GNFD","General Fund","Dallas Municipal Court","8018","Teen Court Administrative Fee","0","563,27"
"2025","GNFD","General Fund","Dallas Municipal Court","8019","Expired Regstration/Inspection","35 000","53 079,42"
"2025","GNFD","General Fund","Dallas Municipal Court","8020","Deferred  Adjudication","0","177,05"
"2025","GNFD","General Fund","Dallas Municipal Court","8021","Witness Summons Fee","1 300","1 922,59"
"2025","GNFD","General Fund","Dallas Municipal Court","8024","Cbf Court Cost","50 000","20 128,7"
"2025","GNFD","General Fund","Dallas Municipal Court","8026","Expired Driver License Fee","10 000","11 412,13"
"2025","GNFD","General Fund","Dallas Municipal Court","8034","Dps Failure To Appear Fee","30 000","13 839,64"
"2025","GNFD","General Fund","Dallas Municipal Court","8045","Fines/For-Civil Fines","1 150 000","1 125 464,55"
"2025","GNFD","General Fund","Dallas Municipal Court","8428","Misc-Misc Revenue","0","45"
"2025","GNFD","General Fund","Dallas Municipal Court","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Dallas Municipal Court","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Dallas Municipal Court","8530","Court Cost-Child Safety/School","150 000","120 068,09"
"2025","GNFD","General Fund","Dallas Municipal Court","8539","New $3 Traffic Court Fee","123 000","134 573,18"
"2025","GNFD","General Fund","Dallas Municipal Court","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Dallas Municipal Court","9945","Inception of Capital Lease-GASB 87","0","0"
"2025","GNFD","General Fund","Civil Service","7456","Misc for Services","0","1 600"
"2025","GNFD","General Fund","Civil Service","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Civil Service","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Dallas Animal Services","7211","Chgs Serv-City Wide Over/Short","0","3"
"2025","GNFD","General Fund","Dallas Animal Services","7420","Animal control Fees","127 831","71 837,82"
"2025","GNFD","General Fund","Dallas Animal Services","8411","Misc-Gifts & Donations","0","0"
"2025","GNFD","General Fund","Dallas Animal Services","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Dallas Animal Services","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Dallas Animal Services","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Dallas Animal Services","9945","Inception of Capital Lease-GASB 87","0","0"
"2025","GNFD","General Fund","Office of Data Analytics and Business Intelligence","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Office of Data Analytics and Business Intelligence","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Office of Data Analytics and Business Intelligence","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Dallas Fire-Rescue","6370","Lics/Pmts-Fire Prevent Permit","836 931","934 474,72"
"2025","GNFD","General Fund","Dallas Fire-Rescue","6371","False Fire Alarm Fee","809","1 059,31"
"2025","GNFD","General Fund","Dallas Fire-Rescue","6526","Igovt Rev-Misc Reimbursements","0","694,71"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7211","Chgs Serv-City Wide Over/Short","0","-4 030"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7277","Chg Serv-Interest On Del Accts","103 875","164 933,45"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7280","Fire Prevention Inspection","545 294","665 325"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7413","Chgs Serv-Emergency Ambulance","34 585 549","38 243 700,12"
"2025","GNFD","General Fund","Dallas Fire-Rescue","741A","Chgs Serv-Ambulance Supplement","1 700 000","5 449 484,04"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7456","Misc for Services","3 168 889","2 839 812,5"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7550","Service Charge Nsf Checks","255","0"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7564","Mobile Community Health Program","0","0"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7654","Chgs Serv-RRC Overdose Response Team","192 593","541 994,82"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7805","Chgs Serv-Motor Vehicle Accident Cleanup Fee","4 579","0"
"2025","GNFD","General Fund","Dallas Fire-Rescue","7883","Fire Reinspection Fee","412 150","1 930 817,36"
"2025","GNFD","General Fund","Dallas Fire-Rescue","788D","Fire Registration Fee","324 218","532 790,74"
"2025","GNFD","General Fund","Dallas Fire-Rescue","788E","Fire Inspection-Public Assembly","110 978","292 735"
"2025","GNFD","General Fund","Dallas Fire-Rescue","788F","Fire Inspection-Hazardous Materials","159 527","177 000"
"2025","GNFD","General Fund","Dallas Fire-Rescue","788G","Fire Inspection-High-Rise Office/Storage/Assembly","40 785","8 636,45"
"2025","GNFD","General Fund","Dallas Fire-Rescue","788H","Fire Inspection-High-Rise Residential","29 782","26 705"
"2025","GNFD","General Fund","Dallas Fire-Rescue","788I","Fire Inspection-Health Care","20 328","24 740"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8413","Misc-Charges Refunded","0","10 673,17"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8414","Misc-Auto Auction/Non-Tax Sls","0","74 502,5"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8428","Misc-Misc Revenue","18 484","31 363,51"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8482","Misc-Land Lease","298 916","302 515,75"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8488","Miscellaneous Refunds","1 000","4 530,78"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8495","City Contribution To Life","0","0"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8496","City Contribution To Health Fund","0","0"
"2025","GNFD","General Fund","Dallas Fire-Rescue","8706","Employee Contribution To Emsp","0","0"
"2025","GNFD","General Fund","Dallas Fire-Rescue","9945","Inception of Capital Lease-GASB 87","0","0"
"2025","GNFD","General Fund","Dallas Police Department","6364","Lics/Pmts-Registration Fee of Home Solicitors","3 500","2 350"
"2025","GNFD","General Fund","Dallas Police Department","6526","Igovt Rev-Misc Reimbursements","1 395 500","1 562 936,65"
